Brand,Year,Gender,Seller_Type,Transmission,Owner,Mileage,Engine_CC,Power_bhp,Price
Maruti,2003,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,17.72,2386,78.1,276140
BMW,2000,Male,Dealer,Manual,First Owner,18.14,2102,111,1763874
Toyota,2018,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,18.55,2126,60.8,626673
Ford,2009,Female,Trustmark Dealer,Manual,Fourth & Above Owner,8.34,1752,120.9,-121356
Ford,2020,Male,Trustmark Dealer,Manual,Fourth & Above Owner,18.06,1660,128.8,530898
Honda,2014,Male,Trustmark Dealer,Automatic,Second Owner,9.08,2974,67.2,247236
Audi,2021,Male,Individual,Automatic,Third Owner,20.93,2069,67.2,749592
Maruti,2018,Male,Dealer,Manual,First Owner,15.78,1033,100.3,791148
Maruti,2015,Female,Trustmark Dealer,Manual,Third Owner,9.37,2262,60.3,472098
Honda,2020,Female,Trustmark Dealer,Manual,Fourth & Above Owner,14.74,2984,77.7,764707
Honda,2021,Male,Dealer,Automatic,Fourth & Above Owner,15.72,2609,117.6,777320
Honda,2003,Female,Dealer,Automatic,Fourth & Above Owner,22.76,3403,108.4,531085
Toyota,2001,Female,Trustmark Dealer,Manual,Third Owner,18.79,1972,139.5,1060286
BMW,2012,Male,Trustmark Dealer,Manual,Second Owner,19.38,855,94.3,382478
Maruti,2000,Female,Dealer,Manual,Second Owner,22.72,3203,74.7,1041410
Toyota,2016,Female,Dealer,Automatic,First Owner,17.62,1612,91.3,532440
Honda,2012,Male,Individual,Manual,Third Owner,,2649,86.2,347002
Maruti,2003,Female,Trustmark Dealer,Automatic,Second Owner,20.74,2759,86.6,494535
Toyota,2006,Female,Dealer,Automatic,First Owner,12.85,1886,89.4,270183
BMW,2016,Female,Dealer,Manual,Fourth & Above Owner,23.89,1605,66.7,835367
Toyota,2008,Male,Individual,Automatic,Fourth & Above Owner,12.32,2375,97.1,119169
BMW,2003,Female,Individual,Automatic,First Owner,21.67,1399,54.8,1016883
Honda,2018,Female,Dealer,Manual,Second Owner,11.93,3415,72.1,319240
BMW,2000,Female,Trustmark Dealer,Manual,Third Owner,20.4,,87,850996
Maruti,2009,Female,Trustmark Dealer,Manual,First Owner,25.45,2038,33.5,607268
Honda,2003,Male,Trustmark Dealer,Manual,Second Owner,17.15,2988,109.2,681245
Maruti,2008,Male,Individual,Manual,First Owner,,2749,,422987
Ford,2012,Male,Dealer,Manual,Second Owner,20.44,2330,106.7,705842
Hyundai,2013,Male,Dealer,Manual,Fourth & Above Owner,16.68,1360,57.7,640492
BMW,2009,Male,Individual,Automatic,First Owner,25.27,3346,79.9,162627
Hyundai,2005,Male,Trustmark Dealer,Manual,Third Owner,18.77,1426,103,311250
Hyundai,2015,Male,Dealer,Manual,First Owner,16.72,3349,145,437726
BMW,2005,Female,Trustmark Dealer,Manual,Fourth & Above Owner,15.84,2410,,373501
Honda,2016,Male,Dealer,Manual,Fourth & Above Owner,14.27,1474,40.4,975843
Ford,2009,Male,Individual,Manual,Second Owner,15.49,848,113.8,602104
Maruti,2017,Female,Individual,Manual,Fourth & Above Owner,,2186,84.2,366399
Toyota,2021,Male,Trustmark Dealer,Automatic,Second Owner,16.05,2702,91.7,452769
Maruti,2017,Male,Individual,Manual,Fourth & Above Owner,15.37,1426,103.9,448661
Toyota,2002,Female,Dealer,Automatic,Second Owner,26.4,1076,34.4,513585
Maruti,2019,Female,Individual,Manual,Third Owner,13.88,2894,90.2,277401
BMW,2020,Female,Trustmark Dealer,Automatic,Second Owner,18.59,1015,79.8,355821
Ford,2014,Male,Individual,Automatic,Second Owner,20.37,1029,,829982
Toyota,2014,Female,Dealer,Automatic,Third Owner,20.52,,108.2,655603
Audi,2003,Male,Individual,Manual,Second Owner,17.77,3072,49.3,554299
Honda,2008,Female,Dealer,Manual,Second Owner,17.04,2485,121.6,600787
Maruti,2018,Female,Trustmark Dealer,Manual,Third Owner,19.81,2110,101.2,586332
Maruti,2016,Male,Dealer,Manual,Fourth & Above Owner,19.07,845,51.3,537261
Toyota,2010,Female,Individual,Manual,First Owner,16.96,2636,,755131
Honda,2008,Male,Individual,Manual,Second Owner,11.75,1837,115.9,732948
Honda,2009,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,16.13,1432,59.6,128471
BMW,2017,Male,Individual,Automatic,First Owner,13.41,3222,124.4,560531
Audi,2019,Male,Trustmark Dealer,Automatic,Third Owner,15.33,1786,52.2,148254
BMW,2012,Female,Trustmark Dealer,Manual,Second Owner,18.13,1132,70.2,790673
BMW,2007,Male,Dealer,Manual,Second Owner,19.43,2679,66.4,830300
BMW,2006,Female,Individual,Automatic,Third Owner,25.12,3013,124.4,416766
BMW,2016,Male,Dealer,Manual,Second Owner,15.85,1306,77.7,564972
BMW,2020,Male,Trustmark Dealer,Manual,First Owner,21.1,916,,-33432
Ford,2022,Female,Trustmark Dealer,Manual,First Owner,19.22,1742,101.1,891837
Honda,2014,Female,Trustmark Dealer,Automatic,Third Owner,23.18,1435,106.5,812902
BMW,2019,Female,Dealer,Automatic,Second Owner,20.3,2389,106.7,945026
Honda,2014,Female,Dealer,Manual,Fourth & Above Owner,,2262,83.2,1045963
Honda,2000,Male,Trustmark Dealer,Automatic,Second Owner,11.11,3304,96.4,232767
Hyundai,2013,Male,Individual,Automatic,Third Owner,19.25,2791,,866413
Ford,2004,Female,Individual,Manual,Fourth & Above Owner,15.89,1668,131.9,1043791
BMW,2010,Male,Individual,Manual,First Owner,14.08,2094,118.6,151627
Maruti,2015,Female,Trustmark Dealer,Automatic,First Owner,12.93,2534,117.1,548637
Toyota,2001,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,18.64,3063,109.9,490979
Audi,2007,Female,Individual,Manual,Fourth & Above Owner,24.03,912,103,856639
Maruti,2010,Male,Dealer,Manual,Third Owner,16.37,3063,58.9,-118182
Ford,2017,Male,Individual,Manual,Second Owner,,1226,105.8,1144787
Toyota,2002,Male,Dealer,Automatic,First Owner,17.59,1958,92.9,566239
Ford,2000,Female,Individual,Automatic,Second Owner,12.84,1866,121.6,874828
Honda,2010,Male,Trustmark Dealer,Manual,First Owner,20.94,1083,110.2,581929
Toyota,2015,Female,Individual,Manual,Second Owner,13.62,1633,103.8,747638
Honda,2017,Male,Dealer,Manual,First Owner,18.09,1029,47.9,-96425
Maruti,2015,Male,Dealer,Manual,Second Owner,16.63,2719,87.8,484535
Maruti,2022,Male,Individual,Automatic,Third Owner,21.57,2466,76.1,854328
Toyota,2009,Male,Trustmark Dealer,Manual,First Owner,13.77,1184,96.3,686620
Toyota,2017,Female,Trustmark Dealer,Manual,Third Owner,19.56,958,,108948
BMW,2005,Female,Dealer,Automatic,First Owner,14.64,1623,83.1,618427
Ford,2018,Male,Trustmark Dealer,Manual,First Owner,15.96,3318,101.5,354377
BMW,2003,Female,Individual,Automatic,First Owner,3.46,1007,79.2,328374
Ford,2012,Female,Dealer,Automatic,Second Owner,26.37,973,93,143792
BMW,2013,Male,Dealer,Automatic,First Owner,20.2,2623,52,785611
Honda,2002,Male,Individual,Manual,Third Owner,14.93,1904,69.2,933904
Toyota,2009,Male,Individual,Automatic,Second Owner,13.5,1841,106.4,1236043
Maruti,2005,Male,Individual,Manual,Second Owner,16.02,1816,,157785
Ford,2000,Female,Trustmark Dealer,Automatic,First Owner,20.87,1507,121.1,830212
Ford,2022,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,10.43,2183,114.4,849951
Maruti,2013,Male,Trustmark Dealer,Automatic,Second Owner,17.43,2691,83.3,425849
BMW,2007,Female,Individual,Manual,First Owner,25.08,2102,165,324726
Ford,2018,Male,Trustmark Dealer,Manual,Third Owner,,3244,121.1,274277
Audi,2013,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,18.32,1476,66.3,441794
Honda,2009,Female,Individual,Manual,Second Owner,,3364,108.7,660786
Toyota,2016,Female,Individual,Automatic,Fourth & Above Owner,20.53,1461,91.6,1008034
Maruti,2008,Male,Individual,Automatic,Second Owner,18.5,2363,70.6,931602
Toyota,2005,Female,Dealer,Automatic,Fourth & Above Owner,20.03,2060,63.3,115375
Audi,2010,Male,Individual,Automatic,Fourth & Above Owner,16.4,3153,114.9,363347
Ford,2006,Female,Individual,Manual,Third Owner,23.2,1157,75.1,989892
Ford,2016,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,16.4,2108,87.5,380672
Audi,2000,Male,Dealer,Manual,Third Owner,10.16,2116,67,582926
Maruti,2021,Male,Trustmark Dealer,Automatic,First Owner,16.43,1218,71.3,88413
Honda,2004,Male,Dealer,Automatic,Second Owner,14.13,2291,86.8,945910
Hyundai,2008,Male,Individual,Automatic,Third Owner,16.88,1441,99.7,26176
Maruti,2017,Female,Dealer,Automatic,Second Owner,16.96,2393,25.3,107157
Hyundai,2020,Male,Individual,Automatic,Third Owner,22.79,1306,90.4,915245
Audi,2001,Male,Dealer,Manual,Second Owner,20.78,2481,71.3,1176019
BMW,2010,Male,Trustmark Dealer,Manual,Third Owner,,2301,125.1,512817
Hyundai,2005,Female,Dealer,Automatic,Second Owner,17.99,2185,163.6,585941
Honda,2007,Male,Dealer,Manual,First Owner,13.76,1111,81,872484
BMW,2003,Female,Individual,Manual,Second Owner,9.28,2457,46.9,686834
Hyundai,2017,Male,Trustmark Dealer,Automatic,First Owner,18.45,1044,92.9,488035
Audi,2010,Female,Trustmark Dealer,Automatic,First Owner,21.18,1276,84.9,454364
BMW,2004,Female,Individual,Automatic,First Owner,17.57,1414,139.3,129961
Audi,2014,Female,Individual,Automatic,Fourth & Above Owner,15.86,3283,131.7,669883
Hyundai,2017,Female,Trustmark Dealer,Manual,Second Owner,19.86,1049,,572425
Audi,2001,Female,Dealer,Manual,Fourth & Above Owner,17.67,3324,75.3,468646
Honda,2021,Male,Trustmark Dealer,Manual,Fourth & Above Owner,24.74,2395,106.9,299456
Hyundai,2010,Female,Trustmark Dealer,Manual,Second Owner,22.93,2573,96.6,989523
Hyundai,2012,Female,Trustmark Dealer,Automatic,First Owner,21.84,2729,96,785513
Hyundai,2003,Female,Individual,Automatic,Fourth & Above Owner,21.03,2675,51,864499
Maruti,2021,Male,Individual,Automatic,Fourth & Above Owner,12.84,1310,116.5,501865
Maruti,2006,Male,Dealer,Automatic,Third Owner,20.65,2469,92.7,470256
Maruti,2010,Female,Dealer,Manual,Second Owner,19.51,2672,87.5,343906
Honda,2021,Male,Trustmark Dealer,Manual,Fourth & Above Owner,20.43,1573,75,881046
BMW,2003,Male,Individual,Automatic,Second Owner,19.97,,70.2,609299
Audi,2014,Male,Trustmark Dealer,Manual,Second Owner,19.81,1723,97.9,710370
Ford,2000,Male,Individual,Manual,Fourth & Above Owner,28.8,873,46.3,707541
Hyundai,2022,Male,Trustmark Dealer,Automatic,Second Owner,17.7,1608,109.7,507690
Audi,2002,Male,Dealer,Manual,First Owner,21.75,,63.6,250392
Hyundai,2013,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,16.12,3067,38.5,301160
Honda,2005,Female,Individual,Manual,Fourth & Above Owner,21.16,2926,135.5,938366
Hyundai,2017,Male,Individual,Manual,Fourth & Above Owner,21.76,1034,,382295
Maruti,2000,Female,Trustmark Dealer,Automatic,Third Owner,19.46,3004,71.9,476891
Ford,2005,Female,Dealer,Automatic,Third Owner,24.68,3174,118.4,259683
Toyota,2005,Male,Trustmark Dealer,Automatic,Third Owner,14.46,,136.4,235180
Hyundai,2020,Male,Trustmark Dealer,Manual,Third Owner,16.05,1420,51.7,369251
Audi,2015,Male,Individual,Automatic,Fourth & Above Owner,18.85,,66.1,1106522
Maruti,2004,Male,Individual,Manual,First Owner,21.52,2098,67.9,797411
Toyota,2016,Female,Dealer,Automatic,Second Owner,18.72,3453,113.4,441963
Ford,2009,Male,Trustmark Dealer,Manual,Second Owner,23.14,2417,131,924863
Toyota,2020,Female,Dealer,Automatic,Fourth & Above Owner,15.35,2595,63,554310
Maruti,2017,Male,Trustmark Dealer,Automatic,First Owner,13.44,1659,125.4,1006302
BMW,2006,Male,Dealer,Manual,Second Owner,19.23,3420,72.3,1263519
BMW,2002,Female,Trustmark Dealer,Manual,First Owner,17.69,2885,98.4,908449
Toyota,2012,Female,Dealer,Automatic,Fourth & Above Owner,20.17,2965,58.2,628365
Honda,2014,Female,Trustmark Dealer,Manual,Third Owner,17.89,3237,87,809793
Audi,2019,Male,Individual,Automatic,First Owner,,1176,,604521
Audi,2018,Female,Trustmark Dealer,Manual,Second Owner,17.7,2697,82.1,49200
Toyota,2002,Female,Trustmark Dealer,Manual,Second Owner,18.12,1175,99.6,403612
Hyundai,2003,Female,Individual,Automatic,Second Owner,16.78,2404,64.8,314523
Hyundai,2004,Male,Trustmark Dealer,Automatic,Third Owner,17.19,1394,67.9,396963
Audi,2000,Female,Dealer,Manual,First Owner,,1865,100.9,3414303
Audi,2003,Female,Trustmark Dealer,Manual,First Owner,21.43,2807,,936645
BMW,2011,Male,Dealer,Manual,Second Owner,18.78,3305,89.4,732265
Honda,2009,Female,Individual,Manual,First Owner,27.03,1851,102.6,843703
Maruti,2022,Female,Dealer,Automatic,Second Owner,18.64,1428,,32366
Hyundai,2020,Female,Individual,Automatic,First Owner,15.8,3173,110.8,818455
Audi,2019,Female,Dealer,Manual,Third Owner,28.68,2332,66.2,881887
BMW,2012,Male,Individual,Automatic,Third Owner,,3466,70.6,-71924
Ford,2022,Female,Trustmark Dealer,Manual,Fourth & Above Owner,21.96,3172,72.7,829571
BMW,2013,Male,Dealer,Manual,Fourth & Above Owner,20.37,2630,138.2,172778
Hyundai,2022,Female,Individual,Manual,Fourth & Above Owner,20.49,,102.7,8998
Hyundai,2004,Male,Trustmark Dealer,Automatic,First Owner,20.14,3363,101.6,997895
BMW,2003,Male,Trustmark Dealer,Manual,Third Owner,13.59,1545,99.2,297885
Maruti,2013,Male,Individual,Automatic,Third Owner,19.47,2077,,385216
Toyota,2009,Male,Individual,Automatic,Third Owner,12.7,2751,138.5,896881
Hyundai,2016,Female,Dealer,Manual,Second Owner,17.3,3095,102,508429
BMW,2009,Male,Individual,Automatic,First Owner,15.1,3245,108.1,545950
Audi,2006,Male,Trustmark Dealer,Manual,First Owner,19.43,3429,45.9,539374
BMW,2015,Female,Individual,Manual,Fourth & Above Owner,19.34,3050,109.5,704280
Honda,2000,Male,Dealer,Automatic,Second Owner,19.92,2125,81.1,532100
Toyota,2016,Female,Dealer,Manual,Second Owner,19.15,1971,56.9,634238
Ford,2020,Male,Dealer,Automatic,Third Owner,15.57,1020,66.2,448933
Maruti,2008,Female,Dealer,Automatic,Fourth & Above Owner,16.96,2671,58.4,705546
Ford,2005,Female,Dealer,Automatic,First Owner,21.68,3110,,694153
Toyota,2018,Male,Dealer,Manual,Second Owner,22.27,3143,91.5,1169366
Toyota,2012,Female,Individual,Automatic,Third Owner,,3139,80.3,485625
Toyota,2002,Male,Dealer,Manual,First Owner,11.88,1483,98.4,544750
Ford,2006,Male,Individual,Manual,Third Owner,15.09,1675,131.9,671647
Audi,2021,Male,Individual,Automatic,First Owner,,1854,86.8,889331
Toyota,2008,Female,Trustmark Dealer,Automatic,Third Owner,22.86,2762,33.9,272524
BMW,2021,Female,Individual,Manual,First Owner,14.3,3402,84,631073
Ford,2004,Male,Individual,Automatic,Fourth & Above Owner,19.23,1148,119.8,-152348
Toyota,2009,Female,Individual,Automatic,First Owner,25.34,,87.9,518540
BMW,2022,Female,Dealer,Automatic,First Owner,19.66,1822,128.2,921818
Audi,2016,Male,Individual,Manual,First Owner,23.69,1249,101.3,382157
Honda,2011,Female,Trustmark Dealer,Automatic,Third Owner,21.99,1303,44,653051
Audi,2022,Female,Individual,Manual,Second Owner,14.36,885,92.7,441328
Toyota,2015,Male,Dealer,Manual,First Owner,17.24,2088,97.4,342179
Ford,2002,Male,Individual,Automatic,First Owner,18.14,1322,117,891446
Hyundai,2021,Female,Dealer,Automatic,Fourth & Above Owner,18.42,3308,135.5,286422
Toyota,2008,Female,Dealer,Manual,First Owner,21.67,1429,112.7,687890
Hyundai,2014,Female,Dealer,Manual,Fourth & Above Owner,19.63,3099,101,692505
BMW,2004,Male,Individual,Automatic,First Owner,6.26,817,106.9,344460
Honda,2022,Female,Individual,Manual,Third Owner,12.75,2068,85.8,646706
Maruti,2012,Female,Individual,Automatic,Second Owner,9.25,1976,,319516
Audi,2013,Female,Trustmark Dealer,Manual,Second Owner,18.7,2432,91,756538
Honda,2019,Male,Trustmark Dealer,Automatic,Second Owner,18.96,1299,99.1,205516
Toyota,2014,Female,Dealer,Manual,Third Owner,19.13,,59.9,498118
Hyundai,2015,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,14.16,914,123.2,524169
Audi,2022,Male,Individual,Automatic,Second Owner,20.7,1552,115.1,933887
Hyundai,2012,Female,Individual,Manual,Third Owner,20.87,1568,55.7,642013
Ford,2016,Female,Individual,Automatic,Third Owner,12.98,3294,124.1,886504
Hyundai,2022,Male,Trustmark Dealer,Manual,First Owner,12.14,3200,82.3,766407
Ford,2007,Female,Dealer,Manual,Fourth & Above Owner,18,3472,70.5,764491
BMW,2020,Female,Trustmark Dealer,Manual,Third Owner,25.17,,117,500420
Audi,2001,Male,Dealer,Manual,Fourth & Above Owner,24.8,3388,88.7,906272
Audi,2004,Female,Individual,Automatic,Second Owner,20.25,1121,137.5,493149
Maruti,2005,Female,Dealer,Manual,Second Owner,15.08,2772,68.7,81052
Toyota,2011,Female,Trustmark Dealer,Manual,Second Owner,21.55,1025,46.7,535564
Ford,2017,Female,Trustmark Dealer,Manual,First Owner,16.19,1160,83,736043
Maruti,2021,Female,Trustmark Dealer,Automatic,First Owner,14.93,2354,109.7,118012
Hyundai,2021,Female,Individual,Manual,Fourth & Above Owner,9.42,1633,66.8,334469
Hyundai,2000,Male,Individual,Automatic,Fourth & Above Owner,18.41,911,56.7,230823
Maruti,2016,Male,Trustmark Dealer,Automatic,First Owner,15.48,1011,95.7,836015
Audi,2010,Male,Individual,Manual,Third Owner,18.39,2056,53.4,3305577
Hyundai,2009,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,8.8,1747,97.7,537090
BMW,2018,Female,Dealer,Manual,Fourth & Above Owner,18.68,958,81.5,759459
BMW,2013,Male,Dealer,Automatic,Second Owner,8.28,3419,102.4,751656
Maruti,2009,Male,Individual,Automatic,Fourth & Above Owner,22.35,2708,55.4,1066139
Ford,2014,Male,Individual,Manual,Fourth & Above Owner,20.09,2147,122.5,404234
Ford,2018,Male,Individual,Automatic,Third Owner,16.89,2071,,534036
Maruti,2003,Female,Individual,Manual,Fourth & Above Owner,20.25,1710,109.1,497769
Ford,2001,Female,Dealer,Automatic,Third Owner,14.09,3251,114,622610
Audi,2008,Female,Trustmark Dealer,Manual,Second Owner,18.29,1203,61.1,1351295
Audi,2009,Male,Trustmark Dealer,Manual,First Owner,21.18,2641,112.1,609243
Ford,2010,Male,Individual,Manual,Second Owner,5.62,3448,54.4,343587
BMW,2013,Male,Trustmark Dealer,Manual,Third Owner,16.21,2490,,253651
Ford,2006,Male,Individual,Automatic,Third Owner,17.91,2263,139.1,975794
Audi,2022,Female,Trustmark Dealer,Manual,Fourth & Above Owner,17.21,2056,117.8,342224
Honda,2014,Female,Individual,Manual,Fourth & Above Owner,23.83,992,141.8,799076
Toyota,2021,Male,Individual,Manual,First Owner,13.5,1922,80.7,396093
Hyundai,2018,Female,Trustmark Dealer,Manual,Third Owner,15.52,2774,92.6,219992
Honda,2021,Male,Individual,Automatic,Third Owner,10.34,2442,103.2,781560
Ford,2014,Male,Trustmark Dealer,Manual,Second Owner,24.04,1799,89.7,410777
BMW,2007,Female,Dealer,Automatic,First Owner,17.01,2539,71.3,727628
Maruti,2010,Female,Individual,Manual,Second Owner,16.25,1322,67.6,749785
Ford,2008,Male,Individual,Manual,Fourth & Above Owner,17.79,1149,95.3,763880
BMW,2014,Male,Dealer,Manual,Fourth & Above Owner,20.54,3163,63.3,519555
Toyota,2000,Female,Individual,Manual,Second Owner,19.39,2540,62.6,805855
Ford,2000,Female,Dealer,Manual,Fourth & Above Owner,28.59,2744,99.8,323236
Audi,2018,Male,Trustmark Dealer,Manual,Second Owner,19.82,,87.6,-136227
Maruti,2002,Male,Dealer,Automatic,Third Owner,16.14,1451,113.4,812068
BMW,2009,Female,Trustmark Dealer,Automatic,Third Owner,15.75,1434,79.4,649677
BMW,2007,Female,Dealer,Manual,Fourth & Above Owner,16.43,2601,75.5,416977
BMW,2014,Male,Dealer,Manual,First Owner,11.99,1392,100.6,158654
Toyota,2009,Female,Dealer,Manual,Third Owner,18.16,3291,69.7,-10973
Ford,2000,Male,Individual,Automatic,Fourth & Above Owner,,3468,,615523
Toyota,2017,Female,Individual,Manual,First Owner,15.55,2031,74.5,1094636
Hyundai,2001,Male,Individual,Automatic,Fourth & Above Owner,14.77,1555,84.8,558433
Hyundai,2018,Female,Individual,Automatic,Second Owner,24.06,2099,134.3,491599
Ford,2012,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,12.29,1296,55.6,592690
Audi,2021,Female,Dealer,Automatic,Second Owner,9.73,1572,122.4,1253762
Toyota,2000,Male,Trustmark Dealer,Automatic,Third Owner,13.39,3221,108.4,825571
Maruti,2001,Female,Dealer,Manual,Third Owner,11.84,2398,129.2,319927
BMW,2015,Female,Dealer,Automatic,Fourth & Above Owner,19.54,983,168.4,608431
BMW,2014,Female,Trustmark Dealer,Automatic,First Owner,16.56,831,125.8,699731
Ford,2012,Female,Dealer,Manual,Fourth & Above Owner,17.12,1082,113.1,283098
Audi,2015,Female,Individual,Manual,Fourth & Above Owner,22.61,1635,57.2,827741
Hyundai,2016,Female,Individual,Automatic,Third Owner,15.23,2255,60.3,354657
Hyundai,2020,Male,Trustmark Dealer,Manual,Third Owner,21.1,1485,99,440148
BMW,2006,Male,Trustmark Dealer,Manual,Fourth & Above Owner,24.05,1261,47.5,622840
Ford,2016,Male,Trustmark Dealer,Manual,Third Owner,16.18,1670,,575353
Toyota,2006,Female,Individual,Automatic,Second Owner,20.95,1167,36.6,599693
Hyundai,2012,Male,Dealer,Automatic,Fourth & Above Owner,17.03,965,118.8,370607
Toyota,2004,Female,Trustmark Dealer,Manual,Third Owner,21.7,2528,82,412466
